               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.073298,            0.021482,           0.0040615,                   1,             0.89648,               0.995,             0.47292,             0.06948,           0.0067816,           0.0032086,           0.0068716,           0.0068716,           0.0068716
                 160,            0.074834,            0.021489,           0.0037444,                   1,             0.89648,               0.995,             0.47292,             0.06948,           0.0067816,           0.0032086,           0.0068518,           0.0068518,           0.0068518
                 161,            0.065551,            0.025542,           0.0036492,                   1,             0.94662,               0.995,             0.48903,            0.057477,           0.0070415,           0.0032836,            0.006832,            0.006832,            0.006832
                 162,            0.063051,            0.026187,           0.0037795,                   1,             0.94662,               0.995,             0.48903,            0.057477,           0.0070415,           0.0032836,           0.0068122,           0.0068122,           0.0068122
                 163,            0.071336,            0.036623,            0.003475,                   1,             0.94662,               0.995,             0.48903,            0.057477,           0.0070415,           0.0032836,           0.0067924,           0.0067924,           0.0067924
                 164,            0.064361,             0.03048,           0.0036726,                   1,             0.96051,               0.995,             0.47244,            0.052664,           0.0070111,           0.0029974,           0.0067726,           0.0067726,           0.0067726
                 165,            0.061922,            0.029985,           0.0033088,                   1,             0.96051,               0.995,             0.47244,            0.052664,           0.0070111,           0.0029974,           0.0067528,           0.0067528,           0.0067528
                 166,            0.064019,            0.028973,           0.0034789,                   1,             0.96051,               0.995,             0.47244,            0.052664,           0.0070111,           0.0029974,            0.006733,            0.006733,            0.006733
                 167,            0.058853,            0.028561,           0.0033706,              0.5082,                   1,             0.82833,             0.38531,            0.048206,           0.0070287,            0.002726,           0.0067132,           0.0067132,           0.0067132
                 168,            0.056797,            0.024617,           0.0035079,              0.5082,                   1,             0.82833,             0.38531,            0.048206,           0.0070287,            0.002726,           0.0066934,           0.0066934,           0.0066934
                 169,             0.05599,            0.027898,            0.003427,              0.5082,                   1,             0.82833,             0.38531,            0.048206,           0.0070287,            0.002726,           0.0066736,           0.0066736,           0.0066736
                 170,            0.054857,            0.029621,           0.0032254,              0.5082,                   1,             0.82833,             0.38531,            0.048206,           0.0070287,            0.002726,           0.0066538,           0.0066538,           0.0066538
                 171,            0.060788,            0.026964,           0.0029688,             0.49771,                   1,             0.82833,             0.38531,             0.04944,           0.0067385,           0.0025523,            0.006634,            0.006634,            0.006634
                 172,            0.056392,            0.026633,           0.0029756,             0.49771,                   1,             0.82833,             0.38531,             0.04944,           0.0067385,           0.0025523,           0.0066142,           0.0066142,           0.0066142
                 173,            0.059937,            0.028152,           0.0027085,             0.49771,                   1,             0.82833,             0.38531,             0.04944,           0.0067385,           0.0025523,           0.0065944,           0.0065944,           0.0065944
                 174,              0.0545,            0.022841,           0.0028753,             0.64603,                   1,             0.82833,              0.5304,            0.045377,           0.0065056,           0.0023373,           0.0065746,           0.0065746,           0.0065746
                 175,            0.060783,            0.026998,           0.0027977,             0.64603,                   1,             0.82833,              0.5304,            0.045377,           0.0065056,           0.0023373,           0.0065548,           0.0065548,           0.0065548
                 176,            0.056361,            0.021691,           0.0029078,             0.64603,                   1,             0.82833,              0.5304,            0.045377,           0.0065056,           0.0023373,            0.006535,            0.006535,            0.006535
                 177,            0.057914,            0.023569,           0.0025306,             0.96358,                   1,               0.995,             0.50851,            0.041669,           0.0060503,           0.0020057,           0.0065152,           0.0065152,           0.0065152
                 178,             0.05533,            0.026363,           0.0024125,             0.96358,                   1,               0.995,             0.50851,            0.041669,           0.0060503,           0.0020057,           0.0064954,           0.0064954,           0.0064954
                 179,            0.055235,            0.023926,           0.0024892,             0.96358,                   1,               0.995,             0.50851,            0.041669,           0.0060503,           0.0020057,           0.0064756,           0.0064756,           0.0064756
                 180,             0.05459,            0.025749,           0.0026588,             0.62671,                   1,             0.82833,             0.48058,            0.040818,           0.0059371,           0.0018868,           0.0064558,           0.0064558,           0.0064558
                 181,            0.051546,            0.019323,           0.0027431,             0.62671,                   1,             0.82833,             0.48058,            0.040818,           0.0059371,           0.0018868,            0.006436,            0.006436,            0.006436
                 182,            0.052123,            0.024108,           0.0023708,             0.62671,                   1,             0.82833,             0.48058,            0.040818,           0.0059371,           0.0018868,           0.0064162,           0.0064162,           0.0064162
                 183,            0.055362,            0.023541,           0.0028384,             0.94813,                   1,               0.995,              0.3975,            0.050303,           0.0058025,           0.0016612,           0.0063964,           0.0063964,           0.0063964
                 184,             0.05464,            0.024137,           0.0022299,             0.94813,                   1,               0.995,              0.3975,            0.050303,           0.0058025,           0.0016612,           0.0063766,           0.0063766,           0.0063766
                 185,            0.054645,            0.022782,           0.0020163,             0.94813,                   1,               0.995,              0.3975,            0.050303,           0.0058025,           0.0016612,           0.0063568,           0.0063568,           0.0063568
                 186,             0.05731,            0.023321,           0.0020676,             0.94813,                   1,               0.995,              0.3975,            0.050303,           0.0058025,           0.0016612,            0.006337,            0.006337,            0.006337
                 187,            0.060074,            0.025946,           0.0022154,             0.94036,                   1,               0.995,             0.43495,            0.054129,           0.0058488,           0.0015401,           0.0063172,           0.0063172,           0.0063172
                 188,             0.05142,            0.021954,           0.0020582,             0.94036,                   1,               0.995,             0.43495,            0.054129,           0.0058488,           0.0015401,           0.0062974,           0.0062974,           0.0062974
                 189,             0.05166,            0.022782,           0.0021627,             0.94036,                   1,               0.995,             0.43495,            0.054129,           0.0058488,           0.0015401,           0.0062776,           0.0062776,           0.0062776
                 190,            0.056588,            0.031566,           0.0020661,             0.94763,                   1,               0.995,              0.4102,            0.051306,           0.0057317,           0.0014899,           0.0062578,           0.0062578,           0.0062578
                 191,            0.051181,            0.022422,           0.0020499,             0.94763,                   1,               0.995,              0.4102,            0.051306,           0.0057317,           0.0014899,            0.006238,            0.006238,            0.006238
                 192,            0.057517,            0.026395,            0.002307,             0.94763,                   1,               0.995,              0.4102,            0.051306,           0.0057317,           0.0014899,           0.0062182,           0.0062182,           0.0062182
                 193,            0.053504,            0.024682,            0.001982,             0.94715,                   1,               0.995,             0.56382,             0.03844,           0.0053613,           0.0015105,           0.0061984,           0.0061984,           0.0061984
                 194,             0.04549,            0.020157,           0.0021119,             0.94715,                   1,               0.995,             0.56382,             0.03844,           0.0053613,           0.0015105,           0.0061786,           0.0061786,           0.0061786
                 195,             0.04461,            0.025043,           0.0021943,             0.94715,                   1,               0.995,             0.56382,             0.03844,           0.0053613,           0.0015105,           0.0061588,           0.0061588,           0.0061588
                 196,            0.047321,            0.025546,           0.0018773,                   1,             0.90486,               0.995,             0.61623,            0.038521,           0.0055422,           0.0015618,            0.006139,            0.006139,            0.006139
                 197,            0.048308,            0.025429,            0.002138,                   1,             0.90486,               0.995,             0.61623,            0.038521,           0.0055422,           0.0015618,           0.0061192,           0.0061192,           0.0061192
                 198,            0.048787,            0.023146,            0.002287,                   1,             0.90486,               0.995,             0.61623,            0.038521,           0.0055422,           0.0015618,           0.0060994,           0.0060994,           0.0060994
                 199,            0.049248,            0.028168,           0.0022067,                   1,             0.92941,               0.995,             0.54726,            0.049044,           0.0053565,           0.0013996,           0.0060796,           0.0060796,           0.0060796
                 200,            0.055192,            0.021824,           0.0018657,                   1,             0.92941,               0.995,             0.54726,            0.049044,           0.0053565,           0.0013996,           0.0060598,           0.0060598,           0.0060598
                 201,            0.052491,            0.023247,           0.0018565,                   1,             0.92941,               0.995,             0.54726,            0.049044,           0.0053565,           0.0013996,             0.00604,             0.00604,             0.00604
                 202,            0.053366,            0.021651,           0.0019043,                   1,             0.92941,               0.995,             0.54726,            0.049044,           0.0053565,           0.0013996,           0.0060202,           0.0060202,           0.0060202
                 203,             0.06025,            0.023216,           0.0019162,                   1,             0.80834,               0.995,             0.43117,            0.054715,           0.0055281,           0.0013604,           0.0060004,           0.0060004,           0.0060004
                 204,            0.069383,            0.030789,           0.0018045,                   1,             0.80834,               0.995,             0.43117,            0.054715,           0.0055281,           0.0013604,           0.0059806,           0.0059806,           0.0059806
                 205,              0.0634,            0.024978,            0.001772,                   1,             0.80834,               0.995,             0.43117,            0.054715,           0.0055281,           0.0013604,           0.0059608,           0.0059608,           0.0059608
                 206,            0.056829,            0.025963,           0.0018263,                   1,              0.8471,               0.995,             0.46846,            0.044162,           0.0051179,           0.0013794,            0.005941,            0.005941,            0.005941
                 207,              0.0463,            0.018211,           0.0021915,                   1,              0.8471,               0.995,             0.46846,            0.044162,           0.0051179,           0.0013794,           0.0059212,           0.0059212,           0.0059212
                 208,            0.049372,            0.025939,           0.0019678,                   1,              0.8471,               0.995,             0.46846,            0.044162,           0.0051179,           0.0013794,           0.0059014,           0.0059014,           0.0059014
                 209,            0.047729,            0.022431,           0.0019824,             0.47728,                   1,             0.82833,               0.497,            0.044288,           0.0053155,           0.0014033,           0.0058816,           0.0058816,           0.0058816
                 210,            0.051708,            0.025684,           0.0017606,             0.47728,                   1,             0.82833,               0.497,            0.044288,           0.0053155,           0.0014033,           0.0058618,           0.0058618,           0.0058618
                 211,            0.045237,            0.021228,           0.0019834,             0.47728,                   1,             0.82833,               0.497,            0.044288,           0.0053155,           0.0014033,            0.005842,            0.005842,            0.005842
                 212,            0.049833,            0.019167,           0.0021329,                   1,             0.85064,               0.995,             0.57165,            0.043631,            0.005088,           0.0015019,           0.0058222,           0.0058222,           0.0058222
                 213,            0.045792,            0.019151,           0.0022419,                   1,             0.85064,               0.995,             0.57165,            0.043631,            0.005088,           0.0015019,           0.0058024,           0.0058024,           0.0058024
                 214,            0.046917,            0.021938,           0.0020797,                   1,             0.85064,               0.995,             0.57165,            0.043631,            0.005088,           0.0015019,           0.0057826,           0.0057826,           0.0057826
                 215,            0.049843,            0.023329,           0.0019631,              0.3853,                   1,               0.745,             0.54608,            0.044612,           0.0052545,           0.0014988,           0.0057628,           0.0057628,           0.0057628
                 216,            0.051514,            0.018454,           0.0019258,              0.3853,                   1,               0.745,             0.54608,            0.044612,           0.0052545,           0.0014988,            0.005743,            0.005743,            0.005743
                 217,            0.053969,            0.020184,           0.0020059,              0.3853,                   1,               0.745,             0.54608,            0.044612,           0.0052545,           0.0014988,           0.0057232,           0.0057232,           0.0057232
                 218,            0.056444,            0.026963,            0.001939,              0.3853,                   1,               0.745,             0.54608,            0.044612,           0.0052545,           0.0014988,           0.0057034,           0.0057034,           0.0057034
                 219,            0.057459,            0.022551,           0.0019408,             0.62462,             0.87387,             0.82833,             0.53043,            0.054225,           0.0053874,           0.0014873,           0.0056836,           0.0056836,           0.0056836
                 220,            0.060362,            0.022554,           0.0019721,             0.62462,             0.87387,             0.82833,             0.53043,            0.054225,           0.0053874,           0.0014873,           0.0056638,           0.0056638,           0.0056638
                 221,            0.060614,            0.025895,           0.0021293,             0.62462,             0.87387,             0.82833,             0.53043,            0.054225,           0.0053874,           0.0014873,            0.005644,            0.005644,            0.005644
                 222,            0.055774,            0.021953,           0.0020066,             0.63995,             0.91984,             0.82833,             0.61326,            0.050643,           0.0053326,           0.0015198,           0.0056242,           0.0056242,           0.0056242
                 223,            0.058184,            0.025851,           0.0019674,             0.63995,             0.91984,             0.82833,             0.61326,            0.050643,           0.0053326,           0.0015198,           0.0056044,           0.0056044,           0.0056044
                 224,            0.060098,            0.022226,           0.0018457,             0.63995,             0.91984,             0.82833,             0.61326,            0.050643,           0.0053326,           0.0015198,           0.0055846,           0.0055846,           0.0055846
                 225,            0.055644,            0.022418,           0.0020877,                   1,             0.92971,               0.995,             0.48911,            0.043703,           0.0051086,           0.0015599,           0.0055648,           0.0055648,           0.0055648
                 226,            0.049823,            0.018804,             0.00208,                   1,             0.92971,               0.995,             0.48911,            0.043703,           0.0051086,           0.0015599,            0.005545,            0.005545,            0.005545
                 227,            0.051929,            0.018458,           0.0018922,                   1,             0.92971,               0.995,             0.48911,            0.043703,           0.0051086,           0.0015599,           0.0055252,           0.0055252,           0.0055252
                 228,            0.052342,            0.024958,           0.0021321,             0.62777,                   1,             0.82833,             0.51368,            0.039038,           0.0051361,           0.0016911,           0.0055054,           0.0055054,           0.0055054
                 229,            0.046526,            0.022719,           0.0023487,             0.62777,                   1,             0.82833,             0.51368,            0.039038,           0.0051361,           0.0016911,           0.0054856,           0.0054856,           0.0054856
                 230,            0.047824,            0.018321,           0.0020967,             0.62777,                   1,             0.82833,             0.51368,            0.039038,           0.0051361,           0.0016911,           0.0054658,           0.0054658,           0.0054658
                 231,            0.044338,            0.017052,           0.0021165,             0.97071,                   1,               0.995,              0.4725,            0.038119,           0.0051828,           0.0017235,            0.005446,            0.005446,            0.005446
                 232,            0.044235,            0.023843,           0.0025386,             0.97071,                   1,               0.995,              0.4725,            0.038119,           0.0051828,           0.0017235,           0.0054262,           0.0054262,           0.0054262
                 233,            0.049759,            0.023244,            0.002174,             0.97071,                   1,               0.995,              0.4725,            0.038119,           0.0051828,           0.0017235,           0.0054064,           0.0054064,           0.0054064
                 234,            0.049568,            0.026681,           0.0021452,             0.97071,                   1,               0.995,              0.4725,            0.038119,           0.0051828,           0.0017235,           0.0053866,           0.0053866,           0.0053866
                 235,            0.058923,            0.023804,           0.0020802,             0.97686,                   1,               0.995,             0.52233,            0.048826,           0.0053558,           0.0018014,           0.0053668,           0.0053668,           0.0053668
                 236,            0.053873,            0.020468,            0.002158,             0.97686,                   1,               0.995,             0.52233,            0.048826,           0.0053558,           0.0018014,            0.005347,            0.005347,            0.005347
                 237,            0.053868,             0.02119,           0.0024701,             0.97686,                   1,               0.995,             0.52233,            0.048826,           0.0053558,           0.0018014,           0.0053272,           0.0053272,           0.0053272
                 238,            0.051318,            0.021403,            0.002501,             0.97899,                   1,               0.995,             0.42283,            0.048874,           0.0055403,           0.0018875,           0.0053074,           0.0053074,           0.0053074
                 239,            0.057146,            0.021182,           0.0023671,             0.97899,                   1,               0.995,             0.42283,            0.048874,           0.0055403,           0.0018875,           0.0052876,           0.0052876,           0.0052876
                 240,            0.059439,            0.022064,           0.0022375,             0.97899,                   1,               0.995,             0.42283,            0.048874,           0.0055403,           0.0018875,           0.0052678,           0.0052678,           0.0052678
                 241,            0.056961,            0.018895,           0.0024908,             0.62811,                   1,             0.82833,             0.48884,            0.042667,           0.0056564,           0.0020011,            0.005248,            0.005248,            0.005248
                 242,            0.052375,            0.022571,           0.0026113,             0.62811,                   1,             0.82833,             0.48884,            0.042667,           0.0056564,           0.0020011,           0.0052282,           0.0052282,           0.0052282
                 243,            0.052937,            0.021846,           0.0025556,             0.62811,                   1,             0.82833,             0.48884,            0.042667,           0.0056564,           0.0020011,           0.0052084,           0.0052084,           0.0052084
                 244,            0.046168,             0.01843,           0.0025944,             0.96979,                   1,               0.995,             0.53067,            0.045074,           0.0054563,           0.0020821,           0.0051886,           0.0051886,           0.0051886
                 245,            0.052546,            0.026507,           0.0024383,             0.96979,                   1,               0.995,             0.53067,            0.045074,           0.0054563,           0.0020821,           0.0051688,           0.0051688,           0.0051688
                 246,            0.050189,            0.020991,           0.0024758,             0.96979,                   1,               0.995,             0.53067,            0.045074,           0.0054563,           0.0020821,            0.005149,            0.005149,            0.005149
                 247,            0.055571,             0.02115,           0.0023097,             0.63217,                   1,             0.82833,             0.40083,              0.0434,            0.005727,           0.0021485,           0.0051292,           0.0051292,           0.0051292
                 248,            0.052509,            0.022455,            0.002558,             0.63217,                   1,             0.82833,             0.40083,              0.0434,            0.005727,           0.0021485,           0.0051094,           0.0051094,           0.0051094
                 249,            0.046718,            0.018757,           0.0025746,             0.63217,                   1,             0.82833,             0.40083,              0.0434,            0.005727,           0.0021485,           0.0050896,           0.0050896,           0.0050896
                 250,            0.051214,            0.025274,           0.0026347,             0.63217,                   1,             0.82833,             0.40083,              0.0434,            0.005727,           0.0021485,           0.0050698,           0.0050698,           0.0050698
                 251,              0.0604,            0.026447,            0.002767,             0.63018,                   1,             0.82833,             0.38093,            0.051478,            0.005896,           0.0021951,             0.00505,             0.00505,             0.00505
                 252,            0.056565,            0.021357,           0.0024751,             0.63018,                   1,             0.82833,             0.38093,            0.051478,            0.005896,           0.0021951,           0.0050302,           0.0050302,           0.0050302
                 253,            0.058864,            0.022913,           0.0024974,             0.63018,                   1,             0.82833,             0.38093,            0.051478,            0.005896,           0.0021951,           0.0050104,           0.0050104,           0.0050104
                 254,            0.056544,             0.02343,           0.0026514,             0.62565,                   1,             0.82833,             0.39333,            0.049141,           0.0058047,           0.0022023,           0.0049906,           0.0049906,           0.0049906
                 255,            0.058344,            0.021226,            0.002563,             0.62565,                   1,             0.82833,             0.39333,            0.049141,           0.0058047,           0.0022023,           0.0049708,           0.0049708,           0.0049708
                 256,            0.055588,            0.016449,           0.0026257,             0.62565,                   1,             0.82833,             0.39333,            0.049141,           0.0058047,           0.0022023,            0.004951,            0.004951,            0.004951
                 257,            0.050875,             0.01935,           0.0026701,             0.96672,                   1,               0.995,             0.67986,             0.03979,           0.0054844,           0.0021637,           0.0049312,           0.0049312,           0.0049312
                 258,            0.054156,            0.018581,            0.002585,             0.96672,                   1,               0.995,             0.67986,             0.03979,           0.0054844,           0.0021637,           0.0049114,           0.0049114,           0.0049114
                 259,            0.054032,            0.021379,           0.0025933,             0.96672,                   1,               0.995,             0.67986,             0.03979,           0.0054844,           0.0021637,           0.0048916,           0.0048916,           0.0048916
                 260,            0.049572,            0.021073,            0.002356,             0.97855,                   1,               0.995,              0.4975,              0.0411,           0.0053873,           0.0021407,           0.0048718,           0.0048718,           0.0048718
                 261,            0.047199,            0.020974,           0.0026008,             0.97855,                   1,               0.995,              0.4975,              0.0411,           0.0053873,           0.0021407,            0.004852,            0.004852,            0.004852
                 262,            0.047895,            0.020058,           0.0026794,             0.97855,                   1,               0.995,              0.4975,              0.0411,           0.0053873,           0.0021407,           0.0048322,           0.0048322,           0.0048322
                 263,            0.049012,            0.020317,           0.0025697,             0.97205,                   1,               0.995,             0.52247,            0.041664,           0.0053521,           0.0020894,           0.0048124,           0.0048124,           0.0048124
                 264,            0.050044,            0.020207,           0.0023152,             0.97205,                   1,               0.995,             0.52247,            0.041664,           0.0053521,           0.0020894,           0.0047926,           0.0047926,           0.0047926
                 265,             0.05329,            0.021572,            0.002285,             0.97205,                   1,               0.995,             0.52247,            0.041664,           0.0053521,           0.0020894,           0.0047728,           0.0047728,           0.0047728
                 266,            0.047074,            0.020549,           0.0024159,             0.97205,                   1,               0.995,             0.52247,            0.041664,           0.0053521,           0.0020894,            0.004753,            0.004753,            0.004753
                 267,            0.053648,            0.021396,           0.0021982,                   1,             0.99062,               0.995,             0.51081,            0.045409,           0.0053805,           0.0020204,           0.0047332,           0.0047332,           0.0047332
                 268,            0.056185,            0.025234,           0.0023039,                   1,             0.99062,               0.995,             0.51081,            0.045409,           0.0053805,           0.0020204,           0.0047134,           0.0047134,           0.0047134
                 269,            0.048879,            0.020847,           0.0022693,                   1,             0.99062,               0.995,             0.51081,            0.045409,           0.0053805,           0.0020204,           0.0046936,           0.0046936,           0.0046936
                 270,            0.051045,            0.020937,           0.0022654,             0.97272,                   1,               0.995,             0.46972,            0.040489,           0.0052846,            0.001972,           0.0046738,           0.0046738,           0.0046738
                 271,            0.045212,            0.020433,           0.0022357,             0.97272,                   1,               0.995,             0.46972,            0.040489,           0.0052846,            0.001972,            0.004654,            0.004654,            0.004654
                 272,            0.047739,            0.022872,           0.0023808,             0.97272,                   1,               0.995,             0.46972,            0.040489,           0.0052846,            0.001972,           0.0046342,           0.0046342,           0.0046342
                 273,            0.046185,            0.022769,           0.0022933,             0.59492,                   1,             0.82833,              0.4805,            0.036796,           0.0053416,           0.0020206,           0.0046144,           0.0046144,           0.0046144
                 274,            0.041495,            0.017328,            0.002319,             0.59492,                   1,             0.82833,              0.4805,            0.036796,           0.0053416,           0.0020206,           0.0045946,           0.0045946,           0.0045946
                 275,            0.044705,            0.022037,           0.0022805,             0.59492,                   1,             0.82833,              0.4805,            0.036796,           0.0053416,           0.0020206,           0.0045748,           0.0045748,           0.0045748
                 276,            0.045077,            0.028078,           0.0022539,             0.96893,                   1,               0.995,             0.54722,            0.034148,           0.0051086,           0.0019327,            0.004555,            0.004555,            0.004555
                 277,            0.041537,            0.020776,           0.0022087,             0.96893,                   1,               0.995,             0.54722,            0.034148,           0.0051086,           0.0019327,           0.0045352,           0.0045352,           0.0045352
                 278,            0.039937,            0.018659,           0.0021306,             0.96893,                   1,               0.995,             0.54722,            0.034148,           0.0051086,           0.0019327,           0.0045154,           0.0045154,           0.0045154
                 279,             0.04171,            0.023346,           0.0022404,             0.49292,                   1,             0.82833,             0.43912,            0.035503,           0.0052556,           0.0018419,           0.0044956,           0.0044956,           0.0044956
                 280,            0.043454,            0.022034,           0.0021699,             0.49292,                   1,             0.82833,             0.43912,            0.035503,           0.0052556,           0.0018419,           0.0044758,           0.0044758,           0.0044758
                 281,            0.045831,            0.022949,           0.0020559,             0.49292,                   1,             0.82833,             0.43912,            0.035503,           0.0052556,           0.0018419,            0.004456,            0.004456,            0.004456
                 282,            0.043158,            0.020669,           0.0020361,             0.49292,                   1,             0.82833,             0.43912,            0.035503,           0.0052556,           0.0018419,           0.0044362,           0.0044362,           0.0044362
                 283,            0.047489,            0.021255,           0.0019328,             0.49493,                   1,             0.82833,             0.46398,            0.038606,           0.0054285,            0.001759,           0.0044164,           0.0044164,           0.0044164
                 284,             0.04628,            0.023425,           0.0019623,             0.49493,                   1,             0.82833,             0.46398,            0.038606,           0.0054285,            0.001759,           0.0043966,           0.0043966,           0.0043966
                 285,            0.047139,            0.021254,           0.0018961,             0.49493,                   1,             0.82833,             0.46398,            0.038606,           0.0054285,            0.001759,           0.0043768,           0.0043768,           0.0043768
                 286,            0.044589,            0.022816,           0.0020303,             0.49556,                   1,             0.82833,             0.46399,             0.03512,           0.0052102,           0.0016664,            0.004357,            0.004357,            0.004357
                 287,            0.043435,            0.021431,            0.001838,             0.49556,                   1,             0.82833,             0.46399,             0.03512,           0.0052102,           0.0016664,           0.0043372,           0.0043372,           0.0043372
                 288,             0.04274,            0.018394,           0.0019099,             0.49556,                   1,             0.82833,             0.46399,             0.03512,           0.0052102,           0.0016664,           0.0043174,           0.0043174,           0.0043174
                 289,            0.038675,            0.019777,           0.0017619,             0.92736,                   1,               0.995,             0.61352,            0.028986,           0.0048673,           0.0015989,           0.0042976,           0.0042976,           0.0042976
                 290,            0.041503,             0.02079,           0.0018552,             0.92736,                   1,               0.995,             0.61352,            0.028986,           0.0048673,           0.0015989,           0.0042778,           0.0042778,           0.0042778
                 291,            0.038131,            0.017711,           0.0018473,             0.92736,                   1,               0.995,             0.61352,            0.028986,           0.0048673,           0.0015989,            0.004258,            0.004258,            0.004258
                 292,            0.040508,            0.020589,           0.0019868,             0.89221,                   1,               0.995,              0.6218,            0.029732,           0.0048149,           0.0015046,           0.0042382,           0.0042382,           0.0042382
                 293,            0.040035,            0.021089,           0.0017958,             0.89221,                   1,               0.995,              0.6218,            0.029732,           0.0048149,           0.0015046,           0.0042184,           0.0042184,           0.0042184
                 294,            0.041954,            0.019971,           0.0016744,             0.89221,                   1,               0.995,              0.6218,            0.029732,           0.0048149,           0.0015046,           0.0041986,           0.0041986,           0.0041986
                 295,            0.036899,            0.017454,           0.0017279,             0.66352,                   1,               0.995,             0.54719,            0.034623,           0.0050085,           0.0014819,           0.0041788,           0.0041788,           0.0041788
                 296,             0.04343,            0.019647,           0.0020309,             0.66352,                   1,               0.995,             0.54719,            0.034623,           0.0050085,           0.0014819,            0.004159,            0.004159,            0.004159
                 297,            0.042672,            0.023976,           0.0016219,             0.66352,                   1,               0.995,             0.54719,            0.034623,           0.0050085,           0.0014819,           0.0041392,           0.0041392,           0.0041392
                 298,            0.043289,            0.022034,           0.0016673,             0.66352,                   1,               0.995,             0.54719,            0.034623,           0.0050085,           0.0014819,           0.0041194,           0.0041194,           0.0041194
                 299,             0.04477,            0.019086,           0.0016873,              0.7113,                   1,               0.995,              0.4975,            0.040089,           0.0050968,           0.0014505,           0.0040996,           0.0040996,           0.0040996
                 300,            0.047234,             0.01776,           0.0017306,              0.7113,                   1,               0.995,              0.4975,            0.040089,           0.0050968,           0.0014505,           0.0040798,           0.0040798,           0.0040798
                 301,            0.044782,            0.022509,           0.0018308,              0.7113,                   1,               0.995,              0.4975,            0.040089,           0.0050968,           0.0014505,             0.00406,             0.00406,             0.00406
                 302,             0.04434,            0.022152,           0.0016956,             0.71101,                   1,               0.995,             0.58869,            0.037809,            0.004978,           0.0014121,           0.0040402,           0.0040402,           0.0040402
                 303,            0.041488,             0.02022,           0.0017175,             0.71101,                   1,               0.995,             0.58869,            0.037809,            0.004978,           0.0014121,           0.0040204,           0.0040204,           0.0040204
                 304,            0.042817,            0.021497,           0.0017843,             0.71101,                   1,               0.995,             0.58869,            0.037809,            0.004978,           0.0014121,           0.0040006,           0.0040006,           0.0040006
                 305,            0.043922,             0.02153,           0.0017486,             0.65327,                   1,               0.995,              0.5887,            0.029771,           0.0046715,           0.0013927,           0.0039808,           0.0039808,           0.0039808
                 306,            0.041525,             0.01953,           0.0016479,             0.65327,                   1,               0.995,              0.5887,            0.029771,           0.0046715,           0.0013927,            0.003961,            0.003961,            0.003961
                 307,            0.035694,             0.01824,           0.0016258,             0.65327,                   1,               0.995,              0.5887,            0.029771,           0.0046715,           0.0013927,           0.0039412,           0.0039412,           0.0039412
                 308,            0.037758,            0.018144,           0.0017005,             0.70696,                   1,               0.995,             0.59697,            0.030674,           0.0045962,           0.0013482,           0.0039214,           0.0039214,           0.0039214
                 309,            0.039831,            0.022231,           0.0015809,             0.70696,                   1,               0.995,             0.59697,            0.030674,           0.0045962,           0.0013482,           0.0039016,           0.0039016,           0.0039016
                 310,            0.039238,            0.019893,           0.0015608,             0.70696,                   1,               0.995,             0.59697,            0.030674,           0.0045962,           0.0013482,           0.0038818,           0.0038818,           0.0038818
                 311,            0.039282,            0.020397,           0.0016237,              0.5225,                   1,               0.995,             0.54725,            0.031731,           0.0046808,           0.0013114,            0.003862,            0.003862,            0.003862
                 312,            0.042069,            0.020986,           0.0015827,              0.5225,                   1,               0.995,             0.54725,            0.031731,           0.0046808,           0.0013114,           0.0038422,           0.0038422,           0.0038422
                 313,            0.038684,             0.01877,           0.0016344,              0.5225,                   1,               0.995,             0.54725,            0.031731,           0.0046808,           0.0013114,           0.0038224,           0.0038224,           0.0038224
                 314,            0.042932,            0.019054,           0.0015499,              0.5225,                   1,               0.995,             0.54725,            0.031731,           0.0046808,           0.0013114,           0.0038026,           0.0038026,           0.0038026
                 315,            0.044054,            0.019659,           0.0016129,             0.49721,                   1,             0.82833,             0.38115,            0.036322,           0.0049033,           0.0012961,           0.0037828,           0.0037828,           0.0037828
                 316,            0.043579,            0.018588,           0.0016091,             0.49721,                   1,             0.82833,             0.38115,            0.036322,           0.0049033,           0.0012961,            0.003763,            0.003763,            0.003763
                 317,            0.042398,            0.016082,           0.0016476,             0.49721,                   1,             0.82833,             0.38115,            0.036322,           0.0049033,           0.0012961,           0.0037432,           0.0037432,           0.0037432
                 318,            0.042756,            0.017003,           0.0016411,             0.64993,                   1,               0.995,             0.67156,            0.031357,           0.0046281,           0.0012922,           0.0037234,           0.0037234,           0.0037234
                 319,            0.042692,            0.021302,           0.0016079,             0.64993,                   1,               0.995,             0.67156,            0.031357,           0.0046281,           0.0012922,           0.0037036,           0.0037036,           0.0037036
                 320,            0.038923,            0.016318,           0.0016276,             0.64993,                   1,               0.995,             0.67156,            0.031357,           0.0046281,           0.0012922,           0.0036838,           0.0036838,           0.0036838
                 321,            0.042328,            0.019249,           0.0016273,             0.90491,                   1,               0.995,             0.82086,            0.027154,           0.0043436,           0.0012821,            0.003664,            0.003664,            0.003664
                 322,            0.036965,            0.022017,           0.0016923,             0.90491,                   1,               0.995,             0.82086,            0.027154,           0.0043436,           0.0012821,           0.0036442,           0.0036442,           0.0036442
